# Oscilloscope Data

# Seconds	fp_meas.acc_i
208.240	-4.65
208.250	-4.60
208.260	-4.63
208.270	-4.62
208.280	-4.64
208.290	-4.61
208.300	-4.62
208.310	-4.66
208.320	-4.63
208.330	-4.64
208.340	-4.62
208.350	-4.60
208.360	-4.65
208.370	-4.62
208.380	-4.60
208.390	-4.63
208.400	-4.66
208.410	-4.65
208.420	-4.67
208.430	-4.63
208.440	-4.62
208.450	-4.64
208.460	-4.62
208.470	-4.65
208.480	-4.62
208.490	-4.63
208.500	-4.66
208.510	-4.64
208.520	-4.63
208.530	-4.64
208.540	-4.66
208.550	-4.67
208.560	-4.63
208.570	-4.63
208.580	-4.61
208.590	-4.63
208.600	-4.66
208.610	-4.64
208.620	-4.67
208.630	-4.64
208.640	-4.64
208.650	-4.65
208.660	-4.63
208.670	-4.67
208.680	-4.67
208.690	-4.62
208.700	-4.67
208.710	-4.63
208.720	-4.64
208.730	-4.64
208.740	-4.64
208.750	-4.64
208.760	-4.67
208.770	-4.64
208.780	-4.63
208.790	-4.66
208.800	-4.63
208.810	-4.62
208.820	-4.64
208.830	-4.61
208.840	-4.63
208.850	-4.66
208.860	-4.63
208.870	-4.65
208.880	-4.69
208.890	-4.65
208.900	-4.69
208.910	-4.67
208.920	-4.64
208.930	-4.67
208.940	-4.64
208.950	-4.63
208.960	-4.64
208.970	-4.64
208.980	-4.60
208.990	-4.65
209.000	-4.64
209.010	-4.66
209.020	-4.64
209.030	-4.63
209.040	-4.63
209.050	-4.63
209.060	-4.70
209.070	-4.69
209.080	-4.64
209.090	-4.66
209.100	-4.65
209.110	-4.62
209.120	-4.63
209.130	-4.65
209.140	-4.62
209.150	-4.65
209.160	-4.65
209.170	-4.61
209.180	-4.64
209.190	-4.64
209.200	-4.65
209.210	-4.64
209.220	-4.61
209.230	-4.65
209.240	-4.62
209.250	-4.60
209.260	-4.65
209.270	-4.64
209.280	-4.64
209.290	-4.68
209.300	-4.66
209.310	-4.60
209.320	-4.59
209.330	-4.62
209.340	-4.63
209.350	-4.60
209.360	-4.63
209.370	-4.63
209.380	-4.69
209.390	-4.67
209.400	-4.67
209.410	-4.61
209.420	-4.60
209.430	-4.61
209.440	-4.64
209.450	-4.65
209.460	-4.65
209.470	-4.65
209.480	-4.65
209.490	-4.69
209.500	-4.66
209.510	-4.64
209.520	-4.64
209.530	-4.60
209.540	-4.65
209.550	-4.65
209.560	-4.64
209.570	-4.66
209.580	-4.64
209.590	-4.65
209.600	-4.65
209.610	-4.65
209.620	-4.64
209.630	-4.66
209.640	-4.67
209.650	-4.62
209.660	-4.64
209.670	-4.66
209.680	-4.66
209.690	-4.60
209.700	-4.60
209.710	-4.64
209.720	-4.63
209.730	-4.63
209.740	-4.64
209.750	-4.64
209.760	-4.63
209.770	-4.60
209.780	-4.63
209.790	-4.66
209.800	-4.65
209.810	-4.67
209.820	-4.61
209.830	-4.63
209.840	-4.60
209.850	-4.67
209.860	-4.61
209.870	-4.66
209.880	-4.63
209.890	-4.65
209.900	-4.61
209.910	-4.65
209.920	-4.62
209.930	-4.67
209.940	-4.67
209.950	-4.66
209.960	-4.67
209.970	-4.64
209.980	-4.65
209.990	-4.65
210.000	-4.66
210.010	-4.66
210.020	-4.67
210.030	-4.58
210.040	-4.63
210.050	-4.65
210.060	-4.68
210.070	-4.65
210.080	-4.63
210.090	-4.65
210.100	-4.64
210.110	-4.64
210.120	-4.62
210.130	-4.66
210.140	-4.65
210.150	-4.63
210.160	-4.62
210.170	-4.65
210.180	-4.62
210.190	-4.59
210.200	-4.68
210.210	-4.66
210.220	-4.61
210.230	-4.67
210.240	-4.68
210.250	-4.64
210.260	-4.66
210.270	-4.62
210.280	-4.64
210.290	-4.66
210.300	-4.66
210.310	-4.65
210.320	-4.63
210.330	-4.62
210.340	-4.65
210.350	-4.58
210.360	-4.61
210.370	-4.62
210.380	-4.64
210.390	-4.61
210.400	-4.65
210.410	-4.65
210.420	-4.65
210.430	-4.64
210.440	-4.63
210.450	-4.68
210.460	-4.62
210.470	-4.67
210.480	-4.67
210.490	-4.62
210.500	-4.65
210.510	-4.68
210.520	-4.59
210.530	-4.65
210.540	-4.65
210.550	-4.63
210.560	-4.63
210.570	-4.66
210.580	-4.67
210.590	-4.63
210.600	-4.61
210.610	-4.68
210.620	-4.62
210.630	-4.66
210.640	-4.61
210.650	-4.63
210.660	-4.67
210.670	-4.64
210.680	-4.64
210.690	-4.62
210.700	-4.63
210.710	-4.62
210.720	-4.66
210.730	-4.65
210.740	-4.60
210.750	-4.65
210.760	-4.63
210.770	-4.65
210.780	-4.68
210.790	-4.64
210.800	-4.62
210.810	-4.63
210.820	-4.66
210.830	-4.66
210.840	-4.63
210.850	-4.66
210.860	-4.63
210.870	-4.64
210.880	-4.63
210.890	-4.69
210.900	-4.62
210.910	-4.62
210.920	-4.63
210.930	-4.65
210.940	-4.65
210.950	-4.65
210.960	-4.64
210.970	-4.68
210.980	-4.64
210.990	-4.65
211.000	-4.66
211.010	-4.69
211.020	-4.66
211.030	-4.61
211.040	-4.66
211.050	-4.69
211.060	-4.68
211.070	-4.62
211.080	-4.68
211.090	-4.64
211.100	-4.67
211.110	-4.60
211.120	-4.63
211.130	-4.64
211.140	-4.62
211.150	-4.66
211.160	-4.65
211.170	-4.66
211.180	-4.66
211.190	-4.69
211.200	-4.67
211.210	-4.66
211.220	-4.63
211.230	-4.65
211.240	-4.69
211.250	-4.60
211.260	-4.63
211.270	-4.64
211.280	-4.66
211.290	-4.61
211.300	-4.64
211.310	-4.67
211.320	-4.64
211.330	-4.67
211.340	-4.62
211.350	-4.62
211.360	-4.62
211.370	-4.68
211.380	-4.64
211.390	-4.65
211.400	-4.60
211.410	-4.64
211.420	-4.61
211.430	-4.62
211.440	-4.67
211.450	-4.63
211.460	-4.62
211.470	-4.65
211.480	-4.66
211.490	-4.64
211.500	-4.65
211.510	-4.65
211.520	-4.60
211.530	-4.66
211.540	-4.67
211.550	-4.65
211.560	-4.69
211.570	-4.64
211.580	-4.63
211.590	-4.65
211.600	-4.65
211.610	-4.65
211.620	-4.64
211.630	-4.63
211.640	-4.61
211.650	-4.63
211.660	-4.64
211.670	-4.64
211.680	-4.60
211.690	-4.66
211.700	-4.69
211.710	-4.63
211.720	-4.62
211.730	-4.59
211.740	-4.66
211.750	-4.65
211.760	-4.67
211.770	-4.66
211.780	-4.68
211.790	-4.65
211.800	-4.63
211.810	-4.65
211.820	-4.66
211.830	-4.63
211.840	-4.63
211.850	-4.65
211.860	-4.63
211.870	-4.63
211.880	-4.64
211.890	-4.64
211.900	-4.63
211.910	-4.64
211.920	-4.69
211.930	-4.63
211.940	-4.64
211.950	-4.64
211.960	-4.61
211.970	-4.65
211.980	-4.63
211.990	-4.63
212.000	-4.63
212.010	-4.65
212.020	-4.62
212.030	-4.64
212.040	-4.67
212.050	-4.68
212.060	-4.65
212.070	-4.64
212.080	-4.61
212.090	-4.69
212.100	-4.66
212.110	-4.61
212.120	-4.63
212.130	-4.62
212.140	-4.72
212.150	-4.61
212.160	-4.63
212.170	-4.66
212.180	-4.66
212.190	-4.69
212.200	-4.67
212.210	-4.65
212.220	-4.57
212.230	-4.63
212.240	-4.68
212.250	-4.66
212.260	-4.66
212.270	-4.65
212.280	-4.67
212.290	-4.64
212.300	-4.66
212.310	-4.65
212.320	-4.60
212.330	-4.65
212.340	-4.67
212.350	-4.65
212.360	-4.62
212.370	-4.66
212.380	-4.62
212.390	-4.61
212.400	-4.65
212.410	-4.64
212.420	-4.68
212.430	-4.63
212.440	-4.64
212.450	-4.66
212.460	-4.63
212.470	-4.61
212.480	-4.62
212.490	-4.68
212.500	-4.62
212.510	-4.65
212.520	-4.66
212.530	-4.61
212.540	-4.62
212.550	-4.64
212.560	-4.62
212.570	-4.61
212.580	-4.67
212.590	-4.60
212.600	-4.64
212.610	-4.62
212.620	-4.67
212.630	-4.63
212.640	-4.67
212.650	-4.61
212.660	-4.64
212.670	-4.65
212.680	-4.63
212.690	-4.67
212.700	-4.63
212.710	-4.63
212.720	-4.67
212.730	-4.62
212.740	-4.63
212.750	-4.66
212.760	-4.62
212.770	-4.65
212.780	-4.62
212.790	-4.66
212.800	-4.65
212.810	-4.64
212.820	-4.64
212.830	-4.65
212.840	-4.65
212.850	-4.61
212.860	-4.61
212.870	-4.64
212.880	-4.69
212.890	-4.64
212.900	-4.63
212.910	-4.63
212.920	-4.65
212.930	-4.63
212.940	-4.62
212.950	-4.62
212.960	-4.67
212.970	-4.63
212.980	-4.58
212.990	-4.62
213.000	-4.62
213.010	-4.64
213.020	-4.67
213.030	-4.65
213.040	-4.63
213.050	-4.65
213.060	-4.61
213.070	-4.73
213.080	-4.65
213.090	-4.57
213.100	-4.67
213.110	-4.67
213.120	-4.61
213.130	-4.73
213.140	-4.69
213.150	-4.61
213.160	-4.64
213.170	-4.65
213.180	-4.63
213.190	-4.63
213.200	-4.68
213.210	-4.64
213.220	-4.64
213.230	-4.67
213.240	-4.64
213.250	-4.63
213.260	-4.63
213.270	-4.65
213.280	-4.65
213.290	-4.64
213.300	-4.66
213.310	-4.68
213.320	-4.65
213.330	-4.63
213.340	-4.65
213.350	-4.66
213.360	-4.65
213.370	-4.64
213.380	-4.67
213.390	-4.60
213.400	-4.61
213.410	-4.66
213.420	-4.66
213.430	-4.61
213.440	-4.60
213.450	-4.63
213.460	-4.61
213.470	-4.61
213.480	-4.64
213.490	-4.65
213.500	-4.62
213.510	-4.62
213.520	-4.63
213.530	-4.60
213.540	-4.63
213.550	-4.65
213.560	-4.63
213.570	-4.58
213.580	-4.65
213.590	-4.67
213.600	-4.64
213.610	-4.65
213.620	-4.66
213.630	-4.61
213.640	-4.63
213.650	-4.65
213.660	-4.60
213.670	-4.66
213.680	-4.65
213.690	-4.69
213.700	-4.67
213.710	-4.60
213.720	-4.60
213.730	-4.68
213.740	-4.60
213.750	-4.64
213.760	-4.67
213.770	-4.67
213.780	-4.63
213.790	-4.67
213.800	-4.65
213.810	-4.63
213.820	-4.61
213.830	-4.63
213.840	-4.62
213.850	-4.63
213.860	-4.63
213.870	-4.66
213.880	-4.63
213.890	-4.65
213.900	-4.63
213.910	-4.64
213.920	-4.60
213.930	-4.68
213.940	-4.68
213.950	-4.64
213.960	-4.63
213.970	-4.64
213.980	-4.64
213.990	-4.61
214.000	-4.66
214.010	-4.63
214.020	-4.58
214.030	-4.63
214.040	-4.65
214.050	-4.69
214.060	-4.64
214.070	-4.66
214.080	-4.65
214.090	-4.66
214.100	-4.64
214.110	-4.64
214.120	-4.67
214.130	-4.67
214.140	-4.64
214.150	-4.66
214.160	-4.63
214.170	-4.64
214.180	-4.66
214.190	-4.65
214.200	-4.67
214.210	-4.69
214.220	-4.61
214.230	-4.58
214.240	-4.67
214.250	-4.62
214.260	-4.63
214.270	-4.62
214.280	-4.59
214.290	-4.65
214.300	-4.62
214.310	-4.63
214.320	-4.62
214.330	-4.67
214.340	-4.70
214.350	-4.67
214.360	-4.63
214.370	-4.61
214.380	-4.66
214.390	-4.62
214.400	-4.62
214.410	-4.64
214.420	-4.63
214.430	-4.69
214.440	-4.63
214.450	-4.65
214.460	-4.65
214.470	-4.64
214.480	-4.64
214.490	-4.64
214.500	-4.64
214.510	-4.63
214.520	-4.64
214.530	-4.68
214.540	-4.62
214.550	-4.60
214.560	-4.61
214.570	-4.63
214.580	-4.63
214.590	-4.62
214.600	-4.63
214.610	-4.61
214.620	-4.66
214.630	-4.67
214.640	-4.65
214.650	-4.65
214.660	-4.61
214.670	-4.65
214.680	-4.63
214.690	-4.63
214.700	-4.66
214.710	-4.59
214.720	-4.65
214.730	-4.65
214.740	-4.71
214.750	-4.65
214.760	-4.65
214.770	-4.63
214.780	-4.66
214.790	-4.64
214.800	-4.63
214.810	-4.64
214.820	-4.62
214.830	-4.62
214.840	-4.64
214.850	-4.64
214.860	-4.62
214.870	-4.62
214.880	-4.65
214.890	-4.66
214.900	-4.65
214.910	-4.67
214.920	-4.69
214.930	-4.65
214.940	-4.64
214.950	-4.64
214.960	-4.66
214.970	-4.66
214.980	-4.67
214.990	-4.65
215.000	-4.63
215.010	-4.62
215.020	-4.63
215.030	-4.64
215.040	-4.64
215.050	-4.63
215.060	-4.63
215.070	-4.64
215.080	-4.63
215.090	-4.63
215.100	-4.70
215.110	-4.65
215.120	-4.63
215.130	-4.62
215.140	-4.68
215.150	-4.63
215.160	-4.66
215.170	-4.66
215.180	-4.65
215.190	-4.67
215.200	-4.61
215.210	-4.67
215.220	-4.63
215.230	-4.66
215.240	-4.64
215.250	-4.68
215.260	-4.66
215.270	-4.62
215.280	-4.63
215.290	-4.59
215.300	-4.63
215.310	-4.64
215.320	-4.68
215.330	-4.64
215.340	-4.63
215.350	-4.64
215.360	-4.63
215.370	-4.65
215.380	-4.68
215.390	-4.68
215.400	-4.63
215.410	-4.67
215.420	-4.64
215.430	-4.62
215.440	-4.65
215.450	-4.65
215.460	-4.66
215.470	-4.60
215.480	-4.61
215.490	-4.66
215.500	-4.63
215.510	-4.66
215.520	-4.63
215.530	-4.62
215.540	-4.64
215.550	-4.65
215.560	-4.66
215.570	-4.64
215.580	-4.59
215.590	-4.64
215.600	-4.66
215.610	-4.64
215.620	-4.61
215.630	-4.64
215.640	-4.62
215.650	-4.62
215.660	-4.65
215.670	-4.67
215.680	-4.65
215.690	-4.61
215.700	-4.59
215.710	-4.63
215.720	-4.64
215.730	-4.63
215.740	-4.64
215.750	-4.67
215.760	-4.63
215.770	-4.66
215.780	-4.62
215.790	-4.64
215.800	-4.62
215.810	-4.66
215.820	-4.65
215.830	-4.59
215.840	-4.62
215.850	-4.66
215.860	-4.64
215.870	-4.64
215.880	-4.65
215.890	-4.65
215.900	-4.64
215.910	-4.65
215.920	-4.64
215.930	-4.65
215.940	-4.59
215.950	-4.68
215.960	-4.63
215.970	-4.66
215.980	-4.68
215.990	-4.67
216.000	-4.63
216.010	-4.64
216.020	-4.64
216.030	-4.64
216.040	-4.65
216.050	-4.62
216.060	-4.63
216.070	-4.65
216.080	-4.66
216.090	-4.65
216.100	-4.63
216.110	-4.67
216.120	-4.63
216.130	-4.63
216.140	-4.67
216.150	-4.63
216.160	-4.59
216.170	-4.61
216.180	-4.65
216.190	-4.64
216.200	-4.67
216.210	-4.66
216.220	-4.63
216.230	-4.65
216.240	-4.63
216.250	-4.69
216.260	-4.66
216.270	-4.64
216.280	-4.63
216.290	-4.65
216.300	-4.64
216.310	-4.66
216.320	-4.60
216.330	-4.61
216.340	-4.64
216.350	-4.67
216.360	-4.61
216.370	-4.64
216.380	-4.65
216.390	-4.65
216.400	-4.70
216.410	-4.61
216.420	-4.64
216.430	-4.67
216.440	-4.66
216.450	-4.63
216.460	-4.64
216.470	-4.63
216.480	-4.67
216.490	-4.65
216.500	-4.63
216.510	-4.62
216.520	-4.66
216.530	-4.65
216.540	-4.62
216.550	-4.62
216.560	-4.64
216.570	-4.66
216.580	-4.66
216.590	-4.66
216.600	-4.61
216.610	-4.65
216.620	-4.64
216.630	-4.58
216.640	-4.62
216.650	-4.64
216.660	-4.68
216.670	-4.64
216.680	-4.63
216.690	-4.64
216.700	-4.64
216.710	-4.65
216.720	-4.65
216.730	-4.66
216.740	-4.62
216.750	-4.66
216.760	-4.64
216.770	-4.61
216.780	-4.64
216.790	-4.66
216.800	-4.63
216.810	-4.64
216.820	-4.64
216.830	-4.63
216.840	-4.65
216.850	-4.63
216.860	-4.67
216.870	-4.61
216.880	-4.61
216.890	-4.63
216.900	-4.64
216.910	-4.64
216.920	-4.66
216.930	-4.68
216.940	-4.65
216.950	-4.62
216.960	-4.65
216.970	-4.66
216.980	-4.64
216.990	-4.68
217.000	-4.61
217.010	-4.61
217.020	-4.61
217.030	-4.61
217.040	-4.70
217.050	-4.63
217.060	-4.63
217.070	-4.63
217.080	-4.64
217.090	-4.70
217.100	-4.63
217.110	-4.65
217.120	-4.66
217.130	-4.61
217.140	-4.60
217.150	-4.66
217.160	-4.62
217.170	-4.64
217.180	-4.60
217.190	-4.62
217.200	-4.60
217.210	-4.61
217.220	-4.66
217.230	-4.67
217.240	-4.65
217.250	-4.64
217.260	-4.66
217.270	-4.65
217.280	-4.62
217.290	-4.62
217.300	-4.63
217.310	-4.58
217.320	-4.62
217.330	-4.62
217.340	-4.63
217.350	-4.64
217.360	-4.65
217.370	-4.68
217.380	-4.63
217.390	-4.65
217.400	-4.67
217.410	-4.65
217.420	-4.63
217.430	-4.67
217.440	-4.66
217.450	-4.64
217.460	-4.63
217.470	-4.65
217.480	-4.60
217.490	-4.64
217.500	-4.66
217.510	-4.62
217.520	-4.63
217.530	-4.63
217.540	-4.65
217.550	-4.61
217.560	-4.67
217.570	-4.65
217.580	-4.67
217.590	-4.67
217.600	-4.61
217.610	-4.66
217.620	-4.63
217.630	-4.65
217.640	-4.65
217.650	-4.64
217.660	-4.62
217.670	-4.66
217.680	-4.65
217.690	-4.64
217.700	-4.66
217.710	-4.63
217.720	-4.64
217.730	-4.62
217.740	-4.65
217.750	-4.65
217.760	-4.68
217.770	-4.65
217.780	-4.65
217.790	-4.61
217.800	-4.64
217.810	-4.62
217.820	-4.69
217.830	-4.69
217.840	-4.63
217.850	-4.63
217.860	-4.65
217.870	-4.64
217.880	-4.64
217.890	-4.64
217.900	-4.65
217.910	-4.69
217.920	-4.66
217.930	-4.63
217.940	-4.63
217.950	-4.66
217.960	-4.61
217.970	-4.66
217.980	-4.64
217.990	-4.61
218.000	-4.62
218.010	-4.63
218.020	-4.67
218.030	-4.61
218.040	-4.67
218.050	-4.67
218.060	-4.64
218.070	-4.65
218.080	-4.61
218.090	-4.62
218.100	-4.67
218.110	-4.65
218.120	-4.62
218.130	-4.63
218.140	-4.64
218.150	-4.64
218.160	-4.65
218.170	-4.63
218.180	-4.66
218.190	-4.65
218.200	-4.64
218.210	-4.65
218.220	-4.66
218.230	-4.65
218.240	-4.63
218.250	-4.64
218.260	-4.60
218.270	-4.62
218.280	-4.66
218.290	-4.65
218.300	-4.65
218.310	-4.65
218.320	-4.65
218.330	-4.67
218.340	-4.65
218.350	-4.61
218.360	-4.65
218.370	-4.66
218.380	-4.62
218.390	-4.63
218.400	-4.67
218.410	-4.64
218.420	-4.68
218.430	-4.64
218.440	-4.65
218.450	-4.62
218.460	-4.63
218.470	-4.65
218.480	-4.64
218.490	-4.64
218.500	-4.63
218.510	-4.66
218.520	-4.64
218.530	-4.62
218.540	-4.63
218.550	-4.60
218.560	-4.67
218.570	-4.63
218.580	-4.65
218.590	-4.62
218.600	-4.62
218.610	-4.64
218.620	-4.63
218.630	-4.64
218.640	-4.64
218.650	-4.60
218.660	-4.63
218.670	-4.61
218.680	-4.64
218.690	-4.65
218.700	-4.64
218.710	-4.66
218.720	-4.65
218.730	-4.66
218.740	-4.62
218.750	-4.65
218.760	-4.62
218.770	-4.62
218.780	-4.67
218.790	-4.64
218.800	-4.62
218.810	-4.68
218.820	-4.62
218.830	-4.64
218.840	-4.66
218.850	-4.64
218.860	-4.68
218.870	-4.62
218.880	-4.61
218.890	-4.62
218.900	-4.63
218.910	-4.62
218.920	-4.64
218.930	-4.65
218.940	-4.63
218.950	-4.62
218.960	-4.67
218.970	-4.64
218.980	-4.61
218.990	-4.57
219.000	-4.67
219.010	-4.64
219.020	-4.66
219.030	-4.63
219.040	-4.63
219.050	-4.66
219.060	-4.60
219.070	-4.65
219.080	-4.62
219.090	-4.67
219.100	-4.66
219.110	-4.62
219.120	-4.64
219.130	-4.61
219.140	-4.66
219.150	-4.65
219.160	-4.66
219.170	-4.65
219.180	-4.63
219.190	-4.63
219.200	-4.63
219.210	-4.62
219.220	-4.64
219.230	-4.67
219.240	-4.66
219.250	-4.65
219.260	-4.61
219.270	-4.61
219.280	-4.68
219.290	-4.64
219.300	-4.64
219.310	-4.65
219.320	-4.66
219.330	-4.66
219.340	-4.67
219.350	-4.62
219.360	-4.62
219.370	-4.63
219.380	-4.63
219.390	-4.63
219.400	-4.64
219.410	-4.64
219.420	-4.66
219.430	-4.67
219.440	-4.69
219.450	-4.65
219.460	-4.61
219.470	-4.67
219.480	-4.66
219.490	-4.68
219.500	-4.63
219.510	-4.60
219.520	-4.61
219.530	-4.63
219.540	-4.62
219.550	-4.61
219.560	-4.63
219.570	-4.62
219.580	-4.70
219.590	-4.71
219.600	-4.66
219.610	-4.64
219.620	-4.65
219.630	-4.62
219.640	-4.61
219.650	-4.62
219.660	-4.64
219.670	-4.65
219.680	-4.59
219.690	-4.62
219.700	-4.62
219.710	-4.65
219.720	-4.64
219.730	-4.65
219.740	-4.61
219.750	-4.62
219.760	-4.66
219.770	-4.67
219.780	-4.65
219.790	-4.67
219.800	-4.63
219.810	-4.64
219.820	-4.68
219.830	-4.57
219.840	-4.63
219.850	-4.68
219.860	-4.62
219.870	-4.59
219.880	-4.67
219.890	-4.65
219.900	-4.61
219.910	-4.62
219.920	-4.66
219.930	-4.65
219.940	-4.65
219.950	-4.65
219.960	-4.64
219.970	-4.64
219.980	-4.63
219.990	-4.61
220.000	-4.65
220.010	-4.63
220.020	-4.64
220.030	-4.59
220.040	-4.64
220.050	-4.62
220.060	-4.62
220.070	-4.64
220.080	-4.64
220.090	-4.62
220.100	-4.59
220.110	-4.63
220.120	-4.65
220.130	-4.65
220.140	-4.64
220.150	-4.66
220.160	-4.62
220.170	-4.64
220.180	-4.66
220.190	-4.64
220.200	-4.68
220.210	-4.62
220.220	-4.69
220.230	-4.63
220.240	-4.63
220.250	-4.64
220.260	-4.62
220.270	-4.62
220.280	-4.64
220.290	-4.61
220.300	-4.61
220.310	-4.66
220.320	-4.63
220.330	-4.65
220.340	-4.68
220.350	-4.66
220.360	-4.65
220.370	-4.64
220.380	-4.65
220.390	-4.66
220.400	-4.65
220.410	-4.64
220.420	-4.65
220.430	-4.62
220.440	-4.63
220.450	-4.58
220.460	-4.63
220.470	-4.67
220.480	-4.63
220.490	-4.63
220.500	-4.62
220.510	-4.62
220.520	-4.63
220.530	-4.61
220.540	-4.64
220.550	-4.65
220.560	-4.67
220.570	-4.66
220.580	-4.64
220.590	-4.62
220.600	-4.63
220.610	-4.64
220.620	-4.67
220.630	-4.60
220.640	-4.62
220.650	-4.61
220.660	-4.65
220.670	-4.68
220.680	-4.70
220.690	-4.65
220.700	-4.66
220.710	-4.63
220.720	-4.68
220.730	-4.64
220.740	-4.64
220.750	-4.60
220.760	-4.64
220.770	-4.67
220.780	-4.60
220.790	-4.63
220.800	-4.68
220.810	-4.61
220.820	-4.62
220.830	-4.65
220.840	-4.67
220.850	-4.65
220.860	-4.64
220.870	-4.65
220.880	-4.63
220.890	-4.61
220.900	-4.66
220.910	-4.64
220.920	-4.65
220.930	-4.66
220.940	-4.67
220.950	-4.63
220.960	-4.61
220.970	-4.63
220.980	-4.68
220.990	-4.63
221.000	-4.65
221.010	-4.66
221.020	-4.62
221.030	-4.65
221.040	-4.62
221.050	-4.64
221.060	-4.64
221.070	-4.61
221.080	-4.61
221.090	-4.66
221.100	-4.60
221.110	-4.66
221.120	-4.67
221.130	-4.64
221.140	-4.62
221.150	-4.65
221.160	-4.63
221.170	-4.65
221.180	-4.68
221.190	-4.60
221.200	-4.64
221.210	-4.64
221.220	-4.68
221.230	-4.63
221.240	-4.65
221.250	-4.65
221.260	-4.66
221.270	-4.62
221.280	-4.64
221.290	-4.63
221.300	-4.62
221.310	-4.63
221.320	-4.66
221.330	-4.63
221.340	-4.63
221.350	-4.65
221.360	-4.65
221.370	-4.65
221.380	-4.63
221.390	-4.61
221.400	-4.63
221.410	-4.60
221.420	-4.63
221.430	-4.66
221.440	-4.65
221.450	-4.63
221.460	-4.61
221.470	-4.65
221.480	-4.65
221.490	-4.60
221.500	-4.65
221.510	-4.60
221.520	-4.65
221.530	-4.69
221.540	-4.63
221.550	-4.64
221.560	-4.63
221.570	-4.63
221.580	-4.63
221.590	-4.62
221.600	-4.65
221.610	-4.63
221.620	-4.64
221.630	-4.65
221.640	-4.62
221.650	-4.63
221.660	-4.61
221.670	-4.66
221.680	-4.63
221.690	-4.64
221.700	-4.64
221.710	-4.65
221.720	-4.63
221.730	-4.65
221.740	-4.63
221.750	-4.64
221.760	-4.62
221.770	-4.65
221.780	-4.65
221.790	-4.63
221.800	-4.61
221.810	-4.56
221.820	-4.64
221.830	-4.59
221.840	-4.66
221.850	-4.65
221.860	-4.64
221.870	-4.65
221.880	-4.68
221.890	-4.60
221.900	-4.67
221.910	-4.65
221.920	-4.66
221.930	-4.64
221.940	-4.62
221.950	-4.62
221.960	-4.64
221.970	-4.64
221.980	-4.64
221.990	-4.64
222.000	-4.65
222.010	-4.63
222.020	-4.68
222.030	-4.68
222.040	-4.66
222.050	-4.64
222.060	-4.67
222.070	-4.65
222.080	-4.60
222.090	-4.64
222.100	-4.65
222.110	-4.62
222.120	-4.66
222.130	-4.60
222.140	-4.65
222.150	-4.65
222.160	-4.60
222.170	-4.67
222.180	-4.66
222.190	-4.62
222.200	-4.65
222.210	-4.62
222.220	-4.66
222.230	-4.68
222.240	-4.67
222.250	-4.62
222.260	-4.67
222.270	-4.65
222.280	-4.64
222.290	-4.65
222.300	-4.67
222.310	-4.63
222.320	-4.70
222.330	-4.65
222.340	-4.64
222.350	-4.62
222.360	-4.64
222.370	-4.65
222.380	-4.69
222.390	-4.68
222.400	-4.64
222.410	-4.66
222.420	-4.65
222.430	-4.65
222.440	-4.65
222.450	-4.63
222.460	-4.64
222.470	-4.63
222.480	-4.64
222.490	-4.66
222.500	-4.65
222.510	-4.64
222.520	-4.64
222.530	-4.61
222.540	-4.65
222.550	-4.65
222.560	-4.65
222.570	-4.64
222.580	-4.69
222.590	-4.61
222.600	-4.60
222.610	-4.64
222.620	-4.66
222.630	-4.65
222.640	-4.67
222.650	-4.65
222.660	-4.68
222.670	-4.65
222.680	-4.64
222.690	-4.65
222.700	-4.65
222.710	-4.67
222.720	-4.65
222.730	-4.66
222.740	-4.64
222.750	-4.65
222.760	-4.66
222.770	-4.64
222.780	-4.64
222.790	-4.61
222.800	-4.64
222.810	-4.64
222.820	-4.64
222.830	-4.63
222.840	-4.63
222.850	-4.59
222.860	-4.68
222.870	-4.67
222.880	-4.60
222.890	-4.64
222.900	-4.60
222.910	-4.65
222.920	-4.63
222.930	-4.63
222.940	-4.67
222.950	-4.60
222.960	-4.66
222.970	-4.62
222.980	-4.60
222.990	-4.59
223.000	-4.64
223.010	-4.65
223.020	-4.66
223.030	-4.66
223.040	-4.65
223.050	-4.64
223.060	-4.63
223.070	-4.63
223.080	-4.63
223.090	-4.65
223.100	-4.64
223.110	-4.62
223.120	-4.65
223.130	-4.65
223.140	-4.63
223.150	-4.62
223.160	-4.63
223.170	-4.65
223.180	-4.60
223.190	-4.61
223.200	-4.62
223.210	-4.60
223.220	-4.66
223.230	-4.66
223.240	-4.66
223.250	-4.62
223.260	-4.61
223.270	-4.63
223.280	-4.60
223.290	-4.65
223.300	-4.62
223.310	-4.62
223.320	-4.63
223.330	-4.66
223.340	-4.63
223.350	-4.65
223.360	-4.65
223.370	-4.60
223.380	-4.65
223.390	-4.65
223.400	-4.65
223.410	-4.66
223.420	-4.67
223.430	-4.65
223.440	-4.65
223.450	-4.61
223.460	-4.65
223.470	-4.64
223.480	-4.64
223.490	-4.68
223.500	-4.58
223.510	-4.63
223.520	-4.66
223.530	-4.68
223.540	-4.66
223.550	-4.67
223.560	-4.66
223.570	-4.63
223.580	-4.68
223.590	-4.67
223.600	-4.64
223.610	-4.63
223.620	-4.61
223.630	-4.66
223.640	-4.65
223.650	-4.68
223.660	-4.64
223.670	-4.65
223.680	-4.63
223.690	-4.63
223.700	-4.66
223.710	-4.66
223.720	-4.63
223.730	-4.61
223.740	-4.67
223.750	-4.67
